content,score,Label
"Maaf sebelumnya, kenapa setelah di upgrade malah makin mempersulit untuk mengumpulkan tugas dan file tugas yang telah kita kerjakan juga tidak terlihat setelah deadline. Sedangkan sebelum upgrade file tugas masih bisa terlihat bahkan ke save di edlink. Jadi kan kita gak bisa buka lagi file tugas kita klo begini hanya dosen saja yang bisa melihat nya, lalu bagaimana mahasiswa bisa mengoreksi mana yang salah dan benar nya. Menurut saya lebih baik bagi perfoma sebelum upgrade",1,Negatif
"Setelah upgrade, jadi bingung. pokoknya mh gak bgus.. bagusan yang lama, bagi yang blum upgrade jangan di upgrade saran aja terimakasih",1,Negatif
"di menu kelas>>akademik ga bisa di scroll jadi ga bisa liat tugas yg di berikan dosen, bodohnya ni yg membuat pembaruan, menyesal sudah di update, berharap pihak kampus meninggalkan edlink ini, dan berpindah haluan ke haruka edu saja",1,Negatif
"Tambah ruwet .,.jika kuis waktu tidak tercantum jadi tidak tahu kapan kuis berhenti",1,Negatif
Tidak bisa paste dari catatan yang sudah saya salin:( Tolong dong diperbaikii,1,Negatif
"Selamat sore, mohan maaf. Setelah di update saat mengerjakan kuis tidak ada pemberitahuan sisa waktunya berapa, konfirmasinya pun diakhir sehingga apabila waktunya habis dan belum sempat terkonfirmasi seperti tidak mengerjakan soal = nilai 0 (dengan benar:0 salah:0). Tidak seperti dulu bisa dikonfirmasi tiap nomer jadi jwbnnya bisa tersimpan. Semoga bisa diperbaiki lagi, terimakasih",2,Negatif
"Kami sudah terbantu dengan apk ini tapi setelah update kok makin tambah down sistemnya, yang pakai smartphone ketika ujian atau kuis kenapa nggak ada waktunya??. Nggak semua mahasiswa maupun siswa mempunyai PC dan sejenisnya. Juga mengenai jawaban pada masing-masing soal tidak bisa di konfirmasi tiap persoalnya harus konfirmasi keseluruhan, bandingkan dengan timeline yang mepet,otomatis pembacaan sistem nilai 0,yang mau tanggung jawab siapa?? #Ayolah sistemnya di perbaiki lagi!!",1,Negatif
Setelah di update jadi susah di scroll dan dalam tugas pengisian komentar tidak bisa dilihat. Tolong ya kembalikan lagi ke semula.,2,Negatif
"Sekarang saya kecewa sama tampilan baru dari edlink, menurut saya lebih efektif versi yang lama. versi baru ribet, dan jika loading suka lama. Saat saya mau copas jawaban disuruh dosen tidak bisa harus mengetik ulang, jika saya absen saya harus diabsenkan teman lewat akun saya karena hp saya lcd nya rusak dan sebagian huruf tidak bisa diketik kecuali di layar lansdcap. saran saya tolong perbaiki dan jika bisa edlink bisa menerapkan layar landscap karena akan membantu memudahkan saya terimakasih.",1,Negatif
"Masak setelah diupdate ga bisa ditempel atau koppy paste appnya gmn sih udh makin ga bagus:( Org mau buru"" kumpulin tugas lewat edlink jadi telat krn ga bisa dikoppy paste",1,Negatif
"Payah, muncul notifikasi dari dosen terkait kalau ada tugas yg harus dikumpulkan, setelah dipencet notifnya ada tapi kalau dikeluarin aplikasi nya lalu mau ngecek tugas yg ada di notif tadi malah ga ada. Prett",1,Negatif
"Min kalau bisa ada fitur untuk ""remember me "" sebelum login supaya ga ngulang2 lgi isi NIM sm passwordny ,,,trus di tambah lgi waktu ""SESSION"" agar klw lama ga buka msih tetap login tidak keluar otomatis..",4,Positif
Setelah diupdate malah tambah sulittt untuk belajar.. Sulit untuk mengirim tugas.. Tolong bikin seperti semula,1,Negatif
"Setelah Update, ketika dosen memberikan materi kadang materi lama berada di paling atas, padahal kadang kita diwajibkan aktif dengan menjawab pertanyaan dosen secara cepat. Dengan tertimpanya notifikasi membuat kita harus scroll atas bawah lagi.",2,Negatif
Aplikasi ini kok banyak errornya ya Jawaban saya pada kuis kampus tiba2 di ubah pada saat nekan finish Tolong segera di perbaiki 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,1,Negatif
"Setelah diperbarui banyak menu yang tidak berfungsi dengan baik. Tidak bisa diklik dan status pengumpulan tugas tidak ada kata ""selesai"" setelah tugas dikumpulkan. Kenapa jadi gini? Dulu sebelum diperbarui ngga kayak gini lo padahal-_-",4,Positif
"Tolong perbaiki, saya tidak bisa mengklik tugas dan komentar di edlink saya Kalau seperti itu terus nilai saya akan mendapatkan E Jadi dengan sangatt maksimalkan untuk aplikasi edlink ini Terimakasih",1,Negatif
"Lama terus kalo upload file, padahal udah ganti ganti internet provider tetep ajaa lama",4,Positif
"Astaga... Tiba2 kelas MK hilang Semua, Tugas sudah dikumpulkan & di submit juga hilang... Parah!.",1,Negatif
"Saya kasih dulu bintang 3.. tolong dong min kenpa ya beberapa kelas saya ga ada, tapi di jdl pelajaran ada... Notif dari dosen ada , tapi pas di buka di branda ga ada... Kan sayang ga bisa absennnnn :((",3,
"Mohon maaf nih min, edlink ya loading terus gak bisa dibuka, padahal hari ini jadwal kuliah. Kemaren juga gak bisa kebuka:( Tolong dong🙇‍♀️",2,Negatif
Ini knpa ya ...kn ada kelas baru atau materi baru ..padahal udh di refresh tapi gak muncul2 dan saya cek juga di notif gk ada ...padahal dosen udh memberikan materi tersebut...apakah eror atau gmna ini jelaskan??,1,Negatif
"Aplikasi apaan ini ga memudahkan sama sekali, setiap mau kasih profil selalu terus berhentu, tolong perbaikannya,",1,Negatif
Tolong ditingkatkan.saya udah gabisa login seminggu lebih padahal data sudah benar.,3,
"Saya download pdf dari aplikasi ini gabisa, keterangan nya pun gada. Langsung keluar aja.",3,
"Sangat menyukainya, karena ini sangat tepat digunakan dalam hal apapun apalagi khususnya untuk kuliah ini sangat tepat digunakan diera covid 19 ini",5,Positif
Maaf min ko saya ingin buka kolam komentar gak bisa ? Mohon diperbaiki min soalnya saya buka lewat app gimana ya solusinya Terimakasih min,3,
"Aplikasi sangat mudah dipahami, cocok untuk perkuliahan",5,Positif
"Kenapa saya ga bisa masuk ke perguruan saya ,padahal username sama passowrd udh bener tp kok ga bisa login",3,
"Ada sedikit kekurangan yang akan membuat fatal bagi mahasiswa dalam penilaian. Gambar yang diupload kedalam tugas, jikalau kita klik gambar tersebut nanti akan terpotong, tapi masih bisa diakalin dengan mendownload terlebih dahulu gambar tersebut. Mohon untuk tim developer app memperbaiki masalah ini. Jadi kalau kita atau bahkan dosen mengklik gambar tersebut, gambar tidak terpotong, jadi tidak perlu untuk mendownload terlebih dahulu Dan semoga cepat update ASAP",3,
Kenapa mata kuliah yang saya ikuti ada yang tidak muncul di halaman kelas ya ? Padahal saya ada tugas di situ. Mohon informasinya karena saya sudah chat admin tp ga ada tanggapan. Terimakasih,3,
"Saya kasi 1 dulu, Mohon info, kenapa edlink saya tidak update untuk ruang kelas nya? Sekarang sudah semester ganjil, tapi di edlink nya masih genap, Mohon info",1,Negatif
Aplikasih ini sangat membantu saya tapi di akhir2 ini apliksh saya sering kalw buka file document susah banget. Mkasih,5,Positif
"kenapa ya min, akun edlink saya ada 1 tp emailnya terdaftar 2 email yg berbeda, login dengan siakad masuk nya ke akun lain, login dgn google masuknya ke akun lain jg. masalahnya udh saya email kan tp belum ada balasan.",1,Negatif
Lama didownload jadi kesel Padahal wifi lancar Awalnya saya kira memori penuh tapi udah saya hapus semua aplikasi di hp saya yg tidak penting eh tetap aja gak mau didownload.. Tolong diperbaiki juga yaa biar makin bagus kedepan,2,Negatif
"Mhn untuk perbaiki pd item download, trimakasih",4,Positif
Aplikasinya bagus Kenapa di aplikasi saya kelas akademik yg dari siakat lambat maauaknya tolong di bantu admin,3,
Kenapa saya tidak bisa membuka komentar dosen saya padahal untuk edlink support & yg lainnya bisa dibuka? Padahal sudah saya keluar-masukkan & saya refresh tp tdk berubah,5,Positif
sedang pemeliharaan terus menerus...mohon ditingkatkan,1,Negatif
"Sudah baik aplikasinya, Sekedar masukan tolong di komtentar di tambahkan fitur balas sehingga saat kelompok presentasi dan ad pernyaan di komentar dapat langsung di balas sehingga komtentar dapat terlihat lebih rapi dan setiap diskusi lebih efisien.",4,Positif
"Sudah baik aplikasinya, Sekedar masukan tolong di komtentar di tambahkan fitur balas sehingga saat kelompok presentasi dan ad pernyaan di komentar dapat langsung di balas sehingga komtentar dapat terlihat lebih rapi dan setiap diskusi lebih efisien.",4,Positif
"Sudah baik aplikasinya, Sekedar masukan tolong di komtentar di tambahkan fitur balas sehingga saat kelompok presentasi dan ad pernyaan di komentar dapat langsung di balas sehingga komtentar dapat terlihat lebih rapi dan setiap diskusi lebih efisien.",4,Positif
"Tolong segera tambahkan aplikasi pada pengguna iOs agar bisa mengakses apk ini, terimakasih",4,Positif
Sangat mmbntu dan memuaskan...salam sukses selluu tokopedia,5,Positif
"Menyesal , benar² buang kuota hanya untuk download . Sudah buat akun , tdk bisa login²",1,Negatif
Sangat bermanfaat untuk pembelajaran online..,5,Positif
"Tolong di tingkat kan lagi , setiap kali buka untuk nilai dll ga keluar , harus log in berulang2 kali",2,Negatif
Sangat bagus Dan membantu dalam proses belajar mengajar di kelas,5,Positif
Kalo bisa hadirkan di appstore . Agar pengguna ios dapat menggunakan nya,5,Positif
"Sangat kecewa setelah diupdate semakin buruk dan lambat, tampilan lebih simpel yang belum diupdate. Mohon perbaiki. Update harus lebih baik bukan lebih buruk seperti ini.",1,Negatif
"Aplikasinya bagus dan mudah digunakan, memudahkan kuliah daring selama pandemi ini wkwkwk 😆",5,Positif
"Tolong Ditingkatkan lagi, saya tidak bisa menghapus file buat mengurangi kapasitas memori di edlink, karena setiap mau upload file walaupun sudah dikompres itu selalu gagal. Tolong diperbaiki 🙏",3,
Aplikasinya sangat membantu bagi mahasiswa,5,Positif
"Kenapa jawaban saya bisa berubah2 sendiri ya, tadinya A jadi B, sudah saya pastikan sampai berkali2 jawaban awal A nanti ketika dikumpulkan dan saya cocokkan lagi berubah jadi B. sangat disayangkan sekali karena mempengaruhi nilai",1,Negatif
Aplikasi yang sangat bagus untuk memantu kuliah online,4,Positif
Kenapa saya tidak bisa download file di edlink? Padahal sebelumnya saya tidak ad kendala di edlink .ehh sekarang tiba² edlink saya tidak bisa ngunduh file. Jadi kendala ke kuliah saya. Tolong bantuannya dong Min. Soalnya kalo saya download file dari mana pun kecuali edlink bisa semua. Kouta juga masih ada. Handphone saya realme 5i. Mohon bantuannya,1,Negatif
Gak bisa download file jenis document dan pdf,2,Negatif
"Jaringan internet saya lancar, tetapi stelah terbuka edlink sevima cuman loading di beranda tanpa memunculkan berita, kelas, dll. Jadi , saya gk bisa kumpulkan tugas",1,Negatif
"mengapa edlink sy tdk bs uploax tugas yaa? apakah blm support adro 10 ? atau yg bagaimana ?? karena tertera folder yg ada hanya ""storages"" tanpa ada pilihan internal ataupun external, mohon bantuannya",2,Negatif
Aplikasinya parah ancur nilai semester ini gara gara aplikasinya yang kaga jelas,1,Negatif
Tolong perbaiki untuk android 10 tidak bisa Download dan Upload File,1,Negatif
Sangat bagus untuk anak kuliah,5,Positif
"Bagus dan dapat berkomunikasi dengan siswa, sayangnya kapasitas penyimpanan/unggah file terbatas",5,Positif
"Kenapa sih keluar terus, harus masuk lagi, dan susah banget masuknya😑",1,Negatif
Aplikasi selalu terhenti dan tidak bisa mendonload berkas,2,Negatif
"Kenapa akun edlink saya keluar sendiri? Padahal sekalipun nggak pernah saya log out, tetap dalam akun yang sama, tapi sekarang akun saya log out dengan sendirinya, bahkan saya coba masuk kembali lewat akun google, siakad bahkan email pun juga gk bisa semua. Tolong untuk developer diperbaiki lagi edlink nya, sangat terganggu bila terus seperti ini, mengganggu pelajaran dan absen yang akan dilakukan",1,Negatif
"Cukup lengkap fiturnya, lg dipelajari. Sperti edm*** saya suka ini smg edlink lebih baik lagi. Oh ya untuk menambahkan jenjang pendidikan jk SMK gimana ya..",4,Positif
"Tolong di update lagi, file setelah download tidak bisa dibuka di handphone",2,Negatif
"App ini bagus tp makin lama makin menurun aja ya, tiap refresh atau kembali ke beranda pst nge close2 sndiri pdhl jaringan stabil pake buka apa aja cpet, app ini doang bermasalah, dan sring bgt gangguan klo pke indihome. Tlg diperbaiki dong ujian jg kadang keganggu grgr sring error pke indihome.",3,
sangat membantu dalam akses perkuliahan ..,5,Positif
Server rusak teroos perbaiki tuh server nggak mau di download lagi filenya dah lah males,1,Negatif
"Tolong di beri notifikasi ketika ada materi,kuis baru",3,
"Apk nya bohong nihh, aku berkali-kali masuk, komen, dll. Tpi kok presensi ku kosong, hmpir puluhan kali loh aku masuk n komen. Ktanya klo sudh masuk , komen dll presensi bkaln terisi otomatis.. Gak bener nihh",1,Negatif
"Tolong kepada pihak pengembang.. Saya sudah mendownload materi. Komen dll. Kenapa saya masih tidak terbaca mendownload, dan komen di absen dosen saya..... Tolong diperbaiki lagi.. Sangat mengganggu kami dalam penilaian. Dan saran saya juga ada notifikasi walaupun tdk saat membuka apk ini. Terima kasih...",1,Negatif
Tolong dong edlink di benerin ngirim tugas aja melebihi batas terus di hapus ga bisa makin susah di pake,1,Negatif
Tolonglah apknya di perbaiki lagi loadingnya lama sekali banyak makan waktu. Sehingga kuliah kami mengalami keterlambatan,2,Negatif
"Eddlink nyaman di pakai , tpi kalau untuk di pakai upload tugas , ruang tidak mencukupi trus pdahal foto cuma beberapa aja , dan berkas susah untuk dihapus ,",4,Positif
Kenapa makin susah edlinknya sudah diperbaharui,1,Negatif
Edlink susah untuk login/masuk padahal kuota internet saya baru saya isi dari semalam mau kumpul tugas susah banget dan pagi dicoba juga gak bisa masuk/login untuk kumpul tugas. Tolong diperbaiki aplikasi ini supaya membantu siswa/mahasiswa yang lagi kuliah online. Bad,1,Negatif
"Maaf untuk komen sy yg tidak menyenangkan kemarin Sy hanya emosi karna sulit skali pada waktu ujian, skali lagi maaf Trimakasih🙏🏿",5,Positif
updatenya terlalu besar sehingga data pada hp tidak mencukupi sehingga terpaksa harus harus instalan apk lain.,1,Negatif
"Terlalu sering memperbarui, jadi kelasku terhambat😖",1,Negatif
"Setiap d refresh akunya selalu keluar minta login lagi, lebih enak pake yang lama",2,Negatif
"Kenapa setelah di perbaharuui justru mempersulit pemakainya ? Kemaren kemaren aplikasi nya sangat membantu hlo. Saya bisa ngliat tugas udah dikumpulin belum,tugas yang ngumpulin siapa aja dan bisa diubah jika ada kesalahan. Setelah diperbaharui malah jadi ga nyaman. Ayolah support kita mahasiswa mahasiswi yang menggunakan aplikasi ini. Tolonggg bangett",2,Negatif
Terima kasih membantu untuk pembelajaran secara daring,4,Positif
"Alhamdulillah aplikasi ini sangat membantu mengumpulkan tugas kuliah, tpi jaringannya harus bagus hrus full..",3,
Bisa gak apk nya di apus dri play store? Gak guna soal nya lemot...,1,Negatif
Bikin pening mahasiswa tugas selalu numpuk di kejar waktu .awal nya si yes apknya lama lama kok loading lama ..,1,Negatif
"Disini saya kecewa dikarenakan Edlink susah dibuka kalo pake internetan dari kartu Indosat padahal kuota unlimited dipake buat medsos,game mobile,mbah google baik2 aja bahkan lancar kecepatan juga mbps giliran pake buat buka edlink malah loading terus, lemot kayak nggak ada kuota, malah kecepatan berubah 0,00 kbps, Parahhhh,,, terus juga kalo pake hp iPhone malah dibatesi mulai dari cara download tugas/kumpul tugas dll",2,Negatif
"Kenapa setelah diperbarui tambah jelek aplikasinya, bagusan edlink yg lama, mohon diperbaiki demi kenyamanan",1,Negatif
Koneksi stabil tapi saaat membuka edlink selalu error' atau lemot.. mohon di perhatikan lagi devlopernya,3,
Kenapa ketika di perbaharui kita tidak bisa lagi melihat anggota kelas kita yang sudah mengumpulkan tugas?,2,Negatif
"Setelah diperbaharui, aplikasi menjadi lebih baik. Sukses EdLink.",5,Positif
Sangat membantu sekali bagi siswa sampai mahasiswa,5,Positif
Mohon d adakan notifikasi jika ada dosen yang mempost di edlink.. biar kami lebih cepat merespon,4,Positif
Sering ada gangguan pada aplikasinya,2,Negatif
Edlink sangat membantu dan berguna bagi mahasiswa untuk perkuliahan disaat dunia sedang dilanda waba virus corona/covid-19 ini. Terimakasih edlink 👍👍,5,Positif
Kenapa ga bisa download materi dan susah login ya,3,
"LEMOT AMAT SIH APLIKASI, JARINGAN BAGUS KOK NGADAT APLIKASI NYA.",1,Negatif
"Saya memang sangat beruntung menggunakan aplikasi ini karena memudahkan saya untuk masuk akun sebagai mahasiswa dengan tujuan mengikuti proses belajar yang secara online. Hanya saja, mengapa akhir-akhir ini aplikasi edlink sangat Lola (Loding Lama) sampai-sampai gak bisa masuk lagi. Sungguh menyebalkan padahal kulon sudah mulai 🥴",3,
ini gimana sih susah amat ngumpulin tugas lewat hp habis upload berkas susah ngirim nya harus lewat pc atau komputer dulu gk jelas menyusahkan,1,Negatif
"Lambat, telat ngumpulin tugas gara gara server down",1,Negatif
Aplikasi tolol ngebug mulu Maintenance mulu bisa apa sih,1,Negatif
"Kenapa cuma bisa upload gambar dan dokumen saja, saya mau upload video tapi tidak ada pilihan untuk kirim video",2,Negatif
"Bagai mana cara menggunakan aplikasi in untuk seorang admin / sekolah sehingga bisa menambahkan guru, siswa dan kelas ? File yang diupload tidak support. Apakah nilai dari quiz yang dbuat bisa deksport k excel ?",3,
kenapa gk bisa download aplikasi Edlink.. hanya yg keluar di layar bertulisan adalah terjadi kesalahan dalam pengambilan data. mqn karna dan mungkin sebab apa y,1,Negatif
Knapa saya kasih bintang satu. Karena nilainya tidak memuaskan eror Mulu aplikasinya saya udh bener semua tapi tetep nilainya 0,1,Negatif
"Kadang error , tapi lumayan tingkatkan",5,Positif
Sangat membantu saya dalam perkuliahan. Serta memperoleh informasi yang bermanfaat,5,Positif
"Gak ngerti lagi sih nih aplikasi gimana. Server sering down, lemott buat login pdhal signal mendukung, loading aja terus, sering error juga apalagi kalau soal ujian disertai gambar. Ya semoga kedepannya bisa lebih baik",1,Negatif
"Mudah dalam belajar online , praktis dan efisien dakam berkomunikasi .....thank you very much edlink",5,Positif
Keren banget aplikasi ini bisa membuat kita mudah daalm pembelajaran online dengn dosen ... Edlink jaya,5,Positif
"Tolong update lagi dan perbaiki bug ketika sedang mengakses edlink via website , ketika kami mengetik , secara bersaman di forum kelas , saya sangat terganggu dengan fitur notice writing nya , itu akan menggangu dan memperlambat waktu ketika kita mengetik",1,Negatif
Aplikasi edlink sangat berguna / bermanfaat sekali dalam perkuliahan atau pengumpulan tugas,5,Positif
"Alhamdulillah aplikasi edlink ini sangat membantu proses pembelajaran via daring, sehingga tidak ketinggalan materi pembelajaran. Terimakasih Edlink atas dedikasinya 🙏",5,Positif
Lebih mudah di gunakan untuk perkuliahan apalagi ini daring jadi semua tugas d edlink pokok nya ada nya edlink semua tugas kuliah berjalan dengan baik,5,Positif
"Ya, aplikasi ini layak dicoba karena sangat membantu kami dalam melaksanakan perkuliahan pada situasi sekarang, yaitu situasi pandemi corona virus (covid-19). dimana dalam situasi sekarang kita dituntut untuk di rumah saja, bekerja dari rumah sdan belajar dari rumah. Oleh karena itu, aplikasi ini sangat membantu kami sebagai mahasiswa dalam melaksanakan perkuliahan. Terimakasih.",1,Negatif
"Maaf kasih bintang 1 aja, sebelum ada perbaikan. Karena setiap upload tugas nunggu nya bermenit"" bahkan keseringan gagal. Kalo bukan karena tugas kuliah. Kagak mau ngedownload.",1,Negatif
"Terima kasih apl edlink. dengan adanya aplikasi ini, saya dan teman-teman serta dosen merasa lebih terbantu, segala sesuatu nya dapat di terap kan di aplikasi ini demi keberlangsungan pembelajaran.🙏",5,Positif
Sangat Berguna banget dong y Edlink di tengah tengah wabah corona 💕 terimakasih sudah hadir,5,Positif
"Ada baiknya kalo untuk ujian, setelah konfirmasi bisa diedit. Karena serba salah, dikonfirmasi, tapi takut masih belum fix. Engga dikonfirmasi, takut kepepet waktu.",3,
Apkl edlink sangat berguna bagi mahasiswa dan mahasiswi . Apalagi dengan kondisi sekarang kita sedang menghadapi .bencana yang .luar biasa.Maka dari itu kita. Harus stay di rmah aja ya .hal tersebut dapt membantu tenaga medis dan pemerintah.namun hal tersebut tdk membatasi kta untuk terus belajar .dengan adanya .apkl edlink ini kita. Bisa melakukan perkuliahan seperti biasa meskipun kita tdk.bisa berhadap muka .secara langsung namun proses ngajar mengajar tetap kami lakukan dgn edlink lebih muda,5,Positif
"Yaaah, good lah sebagai aplikasi penunjang kuliah online saat pandemi covid-19 saat ini. Walaupun ada beberapa kekurangannya tapi mantap lah",5,Positif
"Aplikasi edukasi edlink ini cukup bagus, mempermudah mahasiswa jika mendapat tugas dari dosen, aplikasinya cukup lengkap juga bisa mengirim lampiran memudahkan mengunggah juga bagus pokoknya mantappu djiwa",4,Positif
Aplikasi sangat berguna bagi mahasiswa jadi tahu informasi setiap saat dan setiap waktu.... 👍👍👍👍,5,Positif
"Edlink sangat berguna banget untuk perkuliahan. Apalagi sekarang harus #stayathome jadi bisa sangat sangat membantu mahasiswa dan dosen dalam melakukan interaksi secara online dalam penyampaian materi kuliah. Sistem nya juga bagus, seperti mempermudah dosen dalam meng-absen mahasiswa yang sudah login dan membuka materinya, keliatan siapa yang ngumpul tugas pertama sampai yang terakhir, bisa liat nilai kita gimana secara detailnya berapa. Sistem nya terperinci deh pokoknya, jadi gampang aksesnya.",5,Positif
"Aplikasi EdLink sangat membantu dalam situasi perkuliahan daring selama pandemi Covid19. Harapannya semoga aplikasi ini terus ditingkatkan fitur-fiturnya sehingga mampu menjawabi kebutuhan proses pendidikan secara komprehensif. Terimakasih, EdLink keren !",5,Positif
"Tingkatkan terus min, sangat membantu dalam perkuliahan, aplikasi nda ribet mudah di mengerti, dan sangat cocok bagi yang masih awam , sangat suka",5,Positif
"Aplikasi Edlink sangat bermanfaat bagi semua peserta didik. Contohnya saja mengenai informasi Perguruan Tinggi yang memberikan beasiswa. Jadi adik-adik SMA yang akan tamat tahun ini, jangan pusing-pusing lagi untuk mencari Perguruan Tinggi mana yang memberika beasiswa, instal saja aplikasi edlink dan di sana akan ada petunjuk untuk adik-adik 😉. Bukan hanya itu saja, melalui aplikasi edlink ini juga kita bisa mengikuti KULON dengan para dosen lho. Seru banget lho",5,Positif
"Edlink sangat membatu sekali dalam kuliah online, aplikasinya mudah diakses kapanpun terimakasih edlink",5,Positif
"Maaf ya saya kasih bintang 3 dulu Nanti saya kasih bintang 5 deh kalau ada prubahan yg lebih bagus. Soalnya saya sudah 4 kali tidak mengumpulkan tugas karena aplikasinya suka keluar sendiri atau eror. Semoga mangkin membaik ""min",3,
"ketika kebijakan kampus meliburkan mahasiswa karena pandemi corona, bingung mencari solusi untuk belajar online bersama di rumah,? Kini edlink menjadi solusinya, apk ini sangat membantu bagi dosen dan juga mahasiswa untuk berinteraksi kembali dan berdiskusi. Semoga edlink terus mensupport dalam kegiatan belajar bagi kami para mahasiswa yang tidak bisa beljar tatap muka karena adanya pandemi corona. Succes for edlink.",5,Positif
"Edlink sangat inovatif, mambantu dan mempermudah perkuliahan mahasiswa terutama dalam sistem pembelajaran e-learning",5,Positif
"Edlink sangat berguna, Khususnya bagi saya sebagai mahasiswa apalagi sekarang lagi musim-musimnya kuliah online uuuh pokonya edlink sangat berguna👍👍👍",5,Positif
"Dengan adanya aplikasi Edlink ini,semua pelajar,mulaui dari tingkat SD sampai perguruan tinggi sangat terbantu dan berterima kasih,semoga Edlink makin meningkat dalam pelayanan maupun fitur-fitur nya, aamiin",5,Positif
Edlink sangat membantu dalam perkuliahan... Seolah tak ada jarak yang memisahkan & bisa mengambil posisi paling PW saat mengikuti kelas😁😁😍😍,5,Positif
"Edlink sangat membantu banget bagi perkuliahan, utamanya saat ada tugas dari dosen, gampang cara ngumpulin tugasnya",5,Positif
"Belajar tdk mengenal usia dan situasi, asal ada kemauan dan semangat semua jadi mudah",5,Positif
"Alhamdulillah, dengan adanya EdLink ini perkuliahan daring menjadi lancar, karena di EdLink pembelajaran mata kuliah semakin mengasyikkan, bisa dapat pengalaman baru untuk perkuliahan online. Dengan berbagai macam metode, bisa melalui video, penugasan online, bahkan bisa mengunduh materi yang sudah di upload oleh dosen. Jadi, tidak ada alasan lagi untuk tidak mengikuti perkuliahan daring ini. Semoga, edLink semakin bermanfaat bagi semua orang, terutama bagi anak² di Indonesia.",5,Positif
"Apps for study from home yg sangat mudah digunakan dan tidak menghabiskan kuota data yg banyak pastinya 😍 kuliah memang tidak mudah mau secara langsung ataupun via online. But it's not problem karena ada EdLink, karena tidak ada yg sempurna di dunia ini 🥰",4,Positif
"Terimakasih untuk edlink yang dapat membantu saya untuk dapat menjalankan perkuliahan seperti biasa. Untuk edlink semoga untuk fitur "" nya dapat berkembang terus dan ada fitur "" baru lagi agar dapat memudahkan lagi . ☺️☺️☺️",5,Positif
"Terima kasih SEVIMA EDLINK. ini sangat membantu loh dalam proses belajar kami, apalagi saat ini mahasiswa di disemntarakan untuk belajar di rumah akibat Wabah/peyakit dari Covid-19 yang semakin meningkat. SEVIMA EDLINK juga efektif untuk belajar tanpa perlu bertatap muka karna kini sudah tersedia Vidio conference.Dimana dosen bisa memberikan materi serta menjelaskan layaknya seperti belajar di kampus. Untuk SEVIMA EDLINK tetap berikan karya-kary terbaru dan menarik untuk kita ya. Makassih🤗😊",5,Positif
"Daftar Problem: 1. Saat kirim lampiran foto pada kotak jawaban ketikan, foto malah tidak terbaca pada penerima 2. Kadang tidak dapat notifikasi saat dosen update materi",4,Positif
"Edlink adalah Aplikasi pembelajaran online yang sangat memudahkan mahasiswa dan dosen saling terhubung dalam 1 genggaman android. Fitur nya lengkap. Dosen bisa upload materi, tugas (ada dedline nya), dpt membuat kuis online jg bisa menerangkan materi ke mahasiswa melalui Edlink yang sudah terhubung ke Zoom. Mahasiswa pun bisa lebih fleksibel dalam perkuliahan. Ada absensi, lihat nilai, upload tugas,profil. Era revolusi industri 4,0. Edlink pilihan tepat. Masalahnya saat terjadi gangguan server.",4,Positif
"5 bintang buat aplikasi ini, sgt mmudahkan kgiatan belajar mengajar, lwt apk ini dosen & mahasiswa bs berinteraksi scr online. Aplikasi ini simple digunakan mudahx akses tgs, file lampiran, serta kolom komentar beri jawaban.. Sebenarnya edlink ini sangat memperlihatkan bhw cara belajar pd zaman skrg tdk hnya dgn mndegarkan guru depan kelas namun kita bisa memanfaatkan apk ink untuk media pembelajaran langsung, bs saling komunikasi. Mengenai apk ini yaitu kadang tdk dpt diakses terhubung",5,Positif
Saya berterima kasih kepada sevima edlink karena edlink membantu ku di universitas dalam keadaan sekarang sangat membantu membuat tugas terima kasih edlink,5,Positif
"Giveaway_agus Bastomi_sebenarnya ini aplikasi ya lumayan bagus,,cukup membantu bagi mahasiswa,,namun masih perlu adanya notifikasi di setiap jadwal kuliah dan tugas kuliah,,misalnya 1 jam sebelum kuliah dimulai dan waktu tugas dikumpul",4,Positif
"EdlinkGiveaway_Hidayatullah_Pertama-tama saya berterima kasih kepada aplikasi Edlink, karna berkat aplikasi ini proses belajar mengajar di kampus saya masih berjalan dengan lancar dan aplikasi ini juga dapat mengatasi penyebaran virus covid-19, khususnya di tempat sekolah dan kampus/universitas. Semoga aplikasi ini tetap maju kedepannya dan sukses selalu...",5,Positif
"Zaman sekarang proses belajar mengajar Online yang simple dan Efektif cuma di Edlink mudah diakses kapanpun dan dimanapun, Banyak informasi yang bisa didapatkan di edlink dan yang jelas Up to Date !",5,Positif
"EdlinkGiveaway_FiktorSembiringPandiya_dibikin happy aja bray,edlink buat lu mempermudah belajar, dan terima notifikasi, saat lu lagi #dirumahaja",5,Positif
"Aplikasi Edlink ini sangat membantu dalam proses belajar jarak jauh saya dikarenakan kita dapat belajar dimanapun, selain itu aplikasi Edlink juga mudah pengoperasian nya sehingga murid dapat mudah untuk memahami materi pembelajaran dan membuat proses pembelajaran lebih efektif",5,Positif
edlink terbaik . karena bisa memantau segala pelajaran di berbagai tempat dan memantau nilai supaya bisa memperbaiki atau mempertahankan nilai menjadi yg terbaik dari yg terbaik,5,Positif
