content,score,label,txt
"Ga guna, percuma ngerjain tugas, tiba tiba log out sendiri begitu masuk tugas tugas yang udah di kerjain jadi muncul lagi jawaban kemrin hilang",1,Negatif,ga guna percuma ngerjain tugas tiba tiba log out sendiri begitu masuk tugas tugas yang udah di kerjain jadi muncul lagi jawaban kemrin hilang
Aplikasinya tidak bisa douwload Pas sudah lama tidak di pake pas masuk harus masukan passwort lagi Susah pokoknya,2,Negatif,aplikasinya tidak bisa douwload pas sudah lama tidak di pake pas masuk harus masukan passwort lagi susah pokoknya
"untuk Verifikasi akun google gajelas, padahal sudah masukin kode dgn benar malah gabisa masuk dgn keterangan ""gagal mengganti email"" padahal email dan kode verifikasi sudah benar dan sesuai.",2,Negatif,untuk verifikasi akun google gajelas padahal sudah masukin kode dgn benar malah gabisa masuk dgn keterangan gagal mengganti email padahal email dan kode verifikasi sudah benar dan sesuai
"Saya tidak menerima kode Verifikasi pakai akun lain juga sama, andai edlink ngak ada tugas ku udah kekumpul dari kemarin",1,Negatif,saya tidak menerima kode verifikasi pakai akun lain juga sama andai edlink ngak ada tugas ku udah kekumpul dari kemarin
Bagus sekali aku jadi mudah dalam mengumpulkan tugas kuliah,5,Positif,bagus sekali aku jadi mudah dalam mengumpulkan tugas kuliah
"Menurut saya, apknya udah bagus dan membantu.. cuman gatau sayanya yang belum tahu, di fitur quiz, setelah kita menyelesaikan quiz, kita ga bisa check soal yang salah.. jadi kalau bisa, siswa diberi akses untuk bisa check jawaban yang benar dan yang salah🙏🏻",4,Positif,menurut saya apknya udah bagus dan membantu cuman gatau sayanya yang belum tahu di fitur quiz setelah kita menyelesaikan quiz kita ga bisa check soal yang salah jadi kalau bisa siswa diberi akses untuk bisa check jawaban yang benar dan yang salah
"Kenapa ya tiba-tiba data yang saya miliki hilang setelah saya mengupdate aplikasi , setelah masuk kembali ,saya tidak bisa membuka tugas-tugas yang di kirim oleh dosen ?🥺🥺🥺",2,Negatif,kenapa ya tibatiba data yang saya miliki hilang setelah saya mengupdate aplikasi  setelah masuk kembali saya tidak bisa membuka tugastugas yang di kirim oleh dosen 
"Setelah update apk nya crash, login balik semua tugas yg udah kekumpul malah hilang semua?????",2,Negatif,setelah update apk nya crash login balik semua tugas yg udah kekumpul malah hilang semua
"APK gaje, tiba"" keluar sendiri pas mau login lagi. Gabisa karena ID & PW salah semua, kacaw",1,Negatif,apk gaje tiba keluar sendiri pas mau login lagi gabisa karena id  pw salah semua kacaw
"Tolong perbaiki, saya tidak bisa mengirim kan tugas padahal saya sudah mengirim nya, tolong di perbaiki",1,Negatif,tolong perbaiki saya tidak bisa mengirim kan tugas padahal saya sudah mengirim nya tolong di perbaiki
"Min, kenapa edlink suka logout sendiri? Sebelumnya beberapa kali ke log out tpi bisa masuk pake google trus langsung ke sambung sama kampus, tpi ini saya ke log out lagi tpi harus nyambungin secara manual pake username sama pw, sedangkan akun itu susah masuk jika harus pakai username dan pw. Trus tugas-tugasnya juga notifikasi nya ga masuk, tugas-tugas yg dikirim dosen ke edlink ga ada yg masuk, padahal tugas itu deadline nya cuma 1 jam",4,Positif,min kenapa edlink suka logout sendiri sebelumnya beberapa kali ke log out tpi bisa masuk pake google trus langsung ke sambung sama kampus tpi ini saya ke log out lagi tpi harus nyambungin secara manual pake username sama pw sedangkan akun itu susah masuk jika harus pakai username dan pw trus tugastugasnya juga notifikasi nya ga masuk tugastugas yg dikirim dosen ke edlink ga ada yg masuk padahal tugas itu deadline nya cuma  jam
"setelah update tiba-tiba crash,,, ketika aplikasi dibuka setelah update,,,, data-data kosong,,,, data-data tugas dan lainnya hilang semuanya, tolong diperbaiki dan diperiksa lagi,,,, kasihan pelajar-pelajar yang memakai aplikasi ini,,dan lagipula ini juga aplikasi yang banyak dipakai🐒💩👎",5,Positif,setelah update tibatiba crash ketika aplikasi dibuka setelah update datadata kosong datadata tugas dan lainnya hilang semuanya tolong diperbaiki dan diperiksa lagi kasihan pelajarpelajar yang memakai aplikasi inidan lagipula ini juga aplikasi yang banyak dipakai
"Kok bisa""nya abis logout pas masuk lagi ke aplikasi semua data hilang tugas dan modul dari dosen tbtb ga ada, pdhl blom gw kerjain😢",1,Negatif,kok bisanya abis logout pas masuk lagi ke aplikasi semua data hilang tugas dan modul dari dosen tbtb ga ada pdhl blom gw kerjain
"Setelah di update tidak bisa login lagi selalu keluar"", sudah di loguot pun sama saja...",1,Negatif,setelah di update tidak bisa login lagi selalu keluar sudah di loguot pun sama saja
"tolong diperbaiki dong data data tugas saya hilang semua nih, saya dari ibik 57",1,Negatif,tolong diperbaiki dong data data tugas saya hilang semua nih saya dari ibik 
Tolong pihak edlink kenapa ini tugas saya yg sudah saya kumpulkan dari awal kenapa pas sudah terupgrade jadi hilang tugas saya yg sdh dikumpulkan tolong diperbaiki segera,1,Negatif,tolong pihak edlink kenapa ini tugas saya yg sudah saya kumpulkan dari awal kenapa pas sudah terupgrade jadi hilang tugas saya yg sdh dikumpulkan tolong diperbaiki segera
"Akun tiba-tiba keluar sendiri, kalau login ulang email sama password salah padahal biasanya betul, sdh dari kemarin tetap gak bisa login walaupun udah login pake akun google tetap tdk bisa, apk sudah di update tetap tdk bisa, kalau masuk semua data-data bahkan tugas semuanya hilang, tolong secepatnya di perbaiki karna sangat merugikan bagi mahasiswa yg menggunakannya apalagi kalau kumpul tugas🙏🙏",1,Negatif,akun tibatiba keluar sendiri kalau login ulang email sama password salah padahal biasanya betul sdh dari kemarin tetap gak bisa login walaupun udah login pake akun google tetap tdk bisa apk sudah di update tetap tdk bisa kalau masuk semua datadata bahkan tugas semuanya hilang tolong secepatnya di perbaiki karna sangat merugikan bagi mahasiswa yg menggunakannya apalagi kalau kumpul tugas
"Akun edlink saya tiba² logout padahal ngga diapa-apain. Ketika saya sudah login kembali, malah semua datanya hilang 404 Not Found. Ini kenapa ya, min admin? Tolong solusinya bagaimana? Tolong dong ini saya bagimana mau mengikuti perkuliahan & unduh file tugas kalau begini...😭 Setelah saya komplain langsung ditangani...selesai 1hari.... Terima kasih 🙏",5,Positif,akun edlink saya tiba logout padahal ngga diapaapain ketika saya sudah login kembali malah semua datanya hilang  not found ini kenapa ya min admin tolong solusinya bagaimana tolong dong ini saya bagimana mau mengikuti perkuliahan  unduh file tugas kalau begini setelah saya komplain langsung ditanganiselesai hari terima kasih 
Update ter Baru buat data yang ada sebelumnya hilang sehingga saya kesulitan untuk mencari metri perkuliahan yang saya butuhkan tolong segera diperbaiki,1,Negatif,update ter baru buat data yang ada sebelumnya hilang sehingga saya kesulitan untuk mencari metri perkuliahan yang saya butuhkan tolong segera diperbaiki
Ini gimana ya tiba-tiba keluar terus pas udah bisa masuk lagi tugas sama kelasnya hilang,1,Negatif,ini gimana ya tibatiba keluar terus pas udah bisa masuk lagi tugas sama kelasnya hilang
Akun keluar dan tiba tiba nilai hilang semua dan tugas juga tidak terkumpul admin cepat dalam respon saat terjadi masalah,5,Positif,akun keluar dan tiba tiba nilai hilang semua dan tugas juga tidak terkumpul admin cepat dalam respon saat terjadi masalah
"Ga suka,, banyak banget masalah sama aplikasinya Saya lagi ada quiz malah ngga bisa kebuka tolong dong sistemnya di perbagus lagi supaya ga sering log out dan ngga terjadi hal yg sama ke yg lain",5,Positif,ga suka banyak banget masalah sama aplikasinya saya lagi ada quiz malah ngga bisa kebuka tolong dong sistemnya di perbagus lagi supaya ga sering log out dan ngga terjadi hal yg sama ke yg lain
"Aplikasi gak jelas, tiba2 akunnya keluar sendiri, padahal akun siakad udah disambungkan ke email, tapi pas login pakai email, akun siakadnya malah gak ada",1,Negatif,aplikasi gak jelas tiba akunnya keluar sendiri padahal akun siakad udah disambungkan ke email tapi pas login pakai email akun siakadnya malah gak ada
"Buka di leptop = Klas dan lain2 tidak di temukan status mahasiswa, saat buka di hp status tamu = klas, dll tidak ditemukan. Sering logout sendiri",1,Negatif,buka di leptop  klas dan lain tidak di temukan status mahasiswa saat buka di hp status tamu  klas dll tidak ditemukan sering logout sendiri
"Aplikasi rusak, hak akses dibatasi tiba-tiba, padahal sebelumnya aman"" aja.. Gw duga apknya tidak melindungi privasi data pengguna",1,Negatif,aplikasi rusak hak akses dibatasi tibatiba padahal sebelumnya aman aja gw duga apknya tidak melindungi privasi data pengguna
"Aplikasinya bagus,banyak fiturnya dan juga mudah untuk menggunakannya",5,Positif,aplikasinya bagusbanyak fiturnya dan juga mudah untuk menggunakannya
Sangat lemot sekali nilai UTS ku jadi kecil gara gara keluar sendiri di apknya,1,Negatif,sangat lemot sekali nilai uts ku jadi kecil gara gara keluar sendiri di apknya
"Bagus sih membantu dalam perkuliahan, tetapiterkadang ketika lama ga di gunakan keluar keluar sendiri (logout)",5,Positif,bagus sih membantu dalam perkuliahan tetapiterkadang ketika lama ga di gunakan keluar keluar sendiri logout
"Buka ed link langsung keluar dari akun, masuk via email password salah, mau ganti password, verifikasi di website edlink.id, pas buka untuk login dialihkan ke aplikasi, begitu terus. Niat nggk memudahkan user 😞",1,Negatif,buka ed link langsung keluar dari akun masuk via email password salah mau ganti password verifikasi di website edlinkid pas buka untuk login dialihkan ke aplikasi begitu terus niat nggk memudahkan user 
Aplikasinya bagus sekali Bisa membantu mahasiswa dalam kegiatan perkuliahan,5,Positif,aplikasinya bagus sekali bisa membantu mahasiswa dalam kegiatan perkuliahan
Masih banyak tab yang bug tolong di rapihkan kembali terimakasih,2,Negatif,masih banyak tab yang bug tolong di rapihkan kembali terimakasih
"Mohon min. Untuk pembagian kelompoknya jangan sesuai abjad, semoga ada perubahannya dan ratingnya nanti bagus",1,Negatif,mohon min untuk pembagian kelompoknya jangan sesuai abjad semoga ada perubahannya dan ratingnya nanti bagus
"kok akun saya tiba-tiba keluar sendiri dari apk nya padahal ngga di apa-apain, pas masuk lagi malah semua data-datanya pada ilang, gimana nih min tolong dong ini saya gimana mau ngikutin perkuliahan🙏😭 sekarang sudah jadi",5,Positif,kok akun saya tibatiba keluar sendiri dari apk nya padahal ngga di apaapain pas masuk lagi malah semua datadatanya pada ilang gimana nih min tolong dong ini saya gimana mau ngikutin perkuliahan sekarang sudah jadi
"Sudah oke. Namun masih bug. Bug nya adalah: saya login sbg dosen. Lalu create schedulled meeting room utk sabtu jam 16.00. Meeting singkron dgn google kalendar, tapi schedule di kalendar nya malah muncul untuk hari ini jam 16.00.",4,Positif,sudah oke namun masih bug bug nya adalah saya login sbg dosen lalu create schedulled meeting room utk sabtu jam  meeting singkron dgn google kalendar tapi schedule di kalendar nya malah muncul untuk hari ini jam 
Perbaiki bug tiba tiba tidak bisa mengunduh dan Untuk presensi QR Barcode/absensi Adakan fitur ambil gambar dari galeri,1,Negatif,perbaiki bug tiba tiba tidak bisa mengunduh dan untuk presensi qr barcodeabsensi adakan fitur ambil gambar dari galeri
"Padahal postingan dosen kok dikirim notif juga ke mahasiswa saat ada yang menanggapi postingan tersebut, ganggu",1,Negatif,padahal postingan dosen kok dikirim notif juga ke mahasiswa saat ada yang menanggapi postingan tersebut ganggu
"Kok selalu jaringan bermasalah ya? Padahal jaringan saya lancar, jadi saya tidak mengumpul tugas dengan tepat waktu. Mohon perbaiki lagi apknya.",1,Negatif,kok selalu jaringan bermasalah ya padahal jaringan saya lancar jadi saya tidak mengumpul tugas dengan tepat waktu mohon perbaiki lagi apknya
"Kok gak bisa ke buka aplikasi, katanya ""gak ada koneksi internet"" padahal udah forji jaringannya",1,Negatif,kok gak bisa ke buka aplikasi katanya gak ada koneksi internet padahal udah forji jaringannya
"Udah hadir 3 pertemuan scane code tetep keterangan nya 0 0 0 0 Terus notif telat muncul, jadwal ngaco dll Apk ini masih prematur udah launching jadi gini dah, bukanya mempermudah malah ribet",1,Negatif,udah hadir  pertemuan scane code tetep keterangan nya     terus notif telat muncul jadwal ngaco dll apk ini masih prematur udah launching jadi gini dah bukanya mempermudah malah ribet
"Ini gimana ya? Makin jelek edlink skrng, pdhl kemarin sudah membayar di bank, tpi keterangan transaksi belum berhasil",1,Negatif,ini gimana ya makin jelek edlink skrng pdhl kemarin sudah membayar di bank tpi keterangan transaksi belum berhasil
"Harusnya yaaa setelah pemeliharaan sistem ituuu, aplikasinya semakin bagus tapi ini enggak Malah ngedown dan error' yang merugikan penggunanya Udah mbayar tagihan sesuai yang ditentukan dan nomer tujuan pengiriman juga benar tapi di aplikasi malah ga ke detect Ini gimana yaaa sistemnya, kalau bisa bikin aplikasi jangan merugikan penggunanya",1,Negatif,harusnya yaaa setelah pemeliharaan sistem ituuu aplikasinya semakin bagus tapi ini enggak malah ngedown dan error yang merugikan penggunanya udah mbayar tagihan sesuai yang ditentukan dan nomer tujuan pengiriman juga benar tapi di aplikasi malah ga ke detect ini gimana yaaa sistemnya kalau bisa bikin aplikasi jangan merugikan penggunanya
"Tidak bisa buka aplikasi. ""Masalah koneksi tidak terhubung ke internet"". Padahal kuota internet masih ada. Sudah coba buka di perangkat yg berbeda namun hasilnya tetap sama. Apa sedang ada gangguan server/bagaimana?",1,Negatif,tidak bisa buka aplikasi masalah koneksi tidak terhubung ke internet padahal kuota internet masih ada sudah coba buka di perangkat yg berbeda namun hasilnya tetap sama apa sedang ada gangguan serverbagaimana
"Kenapa saya sering dapat gangguan jaringan min, aplikasinya gk bisa dibuka",2,Negatif,kenapa saya sering dapat gangguan jaringan min aplikasinya gk bisa dibuka
"ini servernya yg eror atau bagaimana? pas buka aplikasi loading mulu. katanya gk ada jaringan padahal buat buka aplikasi seperti google classroom, zoom, dll aman aman aja.",1,Negatif,ini servernya yg eror atau bagaimana pas buka aplikasi loading mulu katanya gk ada jaringan padahal buat buka aplikasi seperti google classroom zoom dll aman aman aja
"tolong dong ini edlink dari tdi saya login tapi tidak bisa masuk, saya punya tugas deadline nya soreee! tolong diperbaiki secepatnyaaaa",1,Negatif,tolong dong ini edlink dari tdi saya login tapi tidak bisa masuk saya punya tugas deadline nya soreee tolong diperbaiki secepatnyaaaa
tolong dibagian absensi agar diperbaiki dong padahal masuk kelas terus dan absen juga selalu ditick dosen tapi kenapa di kehadiran saya 0 semua. Sudah saya unistall dan reinstall tapi masih begitu 🥲,4,Positif,tolong dibagian absensi agar diperbaiki dong padahal masuk kelas terus dan absen juga selalu ditick dosen tapi kenapa di kehadiran saya  semua sudah saya unistall dan reinstall tapi masih begitu 
Selalu ngelag aplikasi nya disaat ada tugas yang harus dikerjakan tidak langsung masuk delay beberapa hari,2,Negatif,selalu ngelag aplikasi nya disaat ada tugas yang harus dikerjakan tidak langsung masuk delay beberapa hari
Apk ini sangat membantu para maha siswa stikes panti rapih Yogyakarta untuk memgakses materi mata kuliah dan masih banyak lagi 🙏,5,Positif,apk ini sangat membantu para maha siswa stikes panti rapih yogyakarta untuk memgakses materi mata kuliah dan masih banyak lagi 
"Masih kurang sinkron dengan SIADIKNONA kampus, ada beberapa kelas yang tidak muncul, nilai di KHS/KRS juga.",1,Negatif,masih kurang sinkron dengan siadiknona kampus ada beberapa kelas yang tidak muncul nilai di khskrs juga
